SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1630639,0022301196,"APR 14, 2024",DAL @ OKC,L,24,5,13,0.385,0,5,0.0,2,2,1.0,1,4,5,2,0,0,1,1,12,-18,1
22023,1630639,0022301181,"APR 12, 2024",DAL vs. DET,L,22,1,6,0.167,0,2,0.0,0,0,0.0,1,5,6,2,0,0,2,0,2,-4,1
22023,1630639,0022301161,"APR 10, 2024",DAL @ MIA,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,4,1
22023,1630639,0022301144,"APR 09, 2024",DAL @ CHA,W,4,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,2,1
22023,1630639,0022301097,"APR 05, 2024",DAL vs. GSW,W,5,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-1,1
22023,1630639,0022301124,"APR 04, 2024",DAL vs. ATL,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,2,1
22023,1630639,0022301083,"MAR 31, 2024",DAL @ HOU,W,2,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1
22023,1630639,0022301047,"MAR 26, 2024",DAL @ SAC,W,5,3,3,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,6,7,1
22023,1630639,0022301041,"MAR 25, 2024",DAL @ UTA,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1630639,0022301008,"MAR 21, 2024",DAL vs. UTA,W,1,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,1
22023,1630639,0022300952,"MAR 13, 2024",DAL vs. GSW,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1
22023,1630639,0022300935,"MAR 11, 2024",DAL @ CHI,W,6,1,5,0.2,0,2,0.0,1,2,0.5,0,1,1,1,1,0,0,1,3,2,1
22023,1630639,0022300919,"MAR 09, 2024",DAL @ DET,W,3,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-2,1
22023,1630639,0022300892,"MAR 05, 2024",DAL vs. IND,L,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1,1
22023,1630639,0022300844,"FEB 28, 2024",DAL @ TOR,W,1,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,-1,1
22023,1630639,0022300785,"FEB 14, 2024",DAL vs. SAS,W,5,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-2,1
22023,1630639,0022300768,"FEB 12, 2024",DAL vs. WAS,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1630639,0022300748,"FEB 10, 2024",DAL vs. OKC,W,6,2,4,0.5,1,2,0.5,0,0,0.0,1,1,2,0,0,0,0,2,5,0,1
22023,1630639,0022300736,"FEB 08, 2024",DAL @ NYK,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1630639,0022300715,"FEB 05, 2024",DAL @ PHI,W,5,3,3,1.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,6,0,1
22023,1630639,0022300680,"JAN 31, 2024",DAL @ MIN,L,15,1,5,0.2,0,2,0.0,1,2,0.5,1,1,2,1,0,1,0,2,3,-5,1
22023,1630639,0022300651,"JAN 27, 2024",DAL vs. SAC,L,4,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,1,2,-9,1
22023,1630639,0022300625,"JAN 24, 2024",DAL vs. PHX,L,5,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,0,3,0,1
22023,1630639,0022300577,"JAN 17, 2024",DAL @ LAL,L,5,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,6,1
22023,1630639,0022300556,"JAN 15, 2024",DAL vs. NOP,W,14,1,3,0.333,1,2,0.5,0,0,0.0,1,0,1,0,0,1,0,1,3,-1,1
22023,1630639,0022300547,"JAN 13, 2024",DAL vs. NOP,L,6,1,3,0.333,0,1,0.0,1,1,1.0,0,1,1,1,0,0,1,0,3,4,1
22023,1630639,0022300515,"JAN 09, 2024",DAL vs. MEM,L,5,1,3,0.333,1,2,0.5,0,0,0.0,1,1,2,0,0,0,0,1,3,-3,1
22023,1630639,0022300487,"JAN 05, 2024",DAL vs. POR,W,25,4,8,0.5,1,4,0.25,5,6,0.833,1,4,5,2,2,0,2,5,14,21,1
22023,1630639,0022300472,"JAN 03, 2024",DAL vs. POR,W,8,1,4,0.25,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,1,3,-3,1
22023,1630639,0022300405,"DEC 25, 2023",DAL @ PHX,W,5,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,1
22023,1630639,0022300398,"DEC 23, 2023",DAL vs. SAS,W,31,7,10,0.7,3,4,0.75,0,0,0.0,3,4,7,3,2,0,1,2,17,16,1
22023,1630639,0022300385,"DEC 22, 2023",DAL @ HOU,L,23,3,4,0.75,0,1,0.0,2,2,1.0,0,2,2,1,4,0,3,0,8,2,1
22023,1630639,0022300372,"DEC 20, 2023",DAL vs. LAC,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1630639,0022300356,"DEC 18, 2023",DAL @ DEN,L,15,2,4,0.5,1,2,0.5,1,2,0.5,1,1,2,0,0,0,1,2,6,-9,1
22023,1630639,0022300341,"DEC 16, 2023",DAL @ POR,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1630639,0022300321,"DEC 14, 2023",DAL vs. MIN,L,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1,1
22023,1630639,0022300306,"DEC 12, 2023",DAL vs. LAL,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1
22023,1630639,0022300299,"DEC 11, 2023",DAL @ MEM,W,14,2,7,0.286,0,4,0.0,0,0,0.0,1,0,1,1,0,0,1,0,4,1,1
22023,1630639,0022301226,"DEC 08, 2023",DAL @ POR,W,7,1,3,0.333,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,-4,1
22023,1630639,0022301213,"DEC 06, 2023",DAL vs. UTA,W,7,2,2,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,4,7,1
22023,1630639,0022300287,"DEC 02, 2023",DAL vs. OKC,L,19,4,10,0.4,3,7,0.429,1,2,0.5,0,0,0,2,0,1,0,1,12,9,1
22023,1630639,0022300277,"DEC 01, 2023",DAL vs. MEM,L,4,0,1,0.0,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,4,1
22023,1631260,0022301162,"APR 10, 2024",MIL vs. ORL,W,16,0,3,0.0,0,2,0.0,2,2,1.0,0,0,0,0,1,0,1,1,2,14,1
22023,1631260,0022301148,"APR 09, 2024",MIL vs. BOS,W,19,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,0,6,6,1
22023,1631260,0022301139,"APR 07, 2024",MIL vs. NYK,L,13,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,1,0,0,1,2,1,1
22023,1631260,0022301122,"APR 05, 2024",MIL vs. TOR,L,23,2,5,0.4,2,5,0.4,0,0,0.0,0,3,3,0,0,0,1,2,6,2,1
22023,1631260,0022301107,"APR 03, 2024",MIL vs. MEM,L,21,3,7,0.429,3,6,0.5,0,1,0.0,1,3,4,2,1,1,1,0,9,-7,1
22023,1631260,0022301095,"APR 02, 2024",MIL @ WAS,L,14,2,4,0.5,2,4,0.5,0,0,0.0,0,0,0,1,0,0,1,1,6,3,1
22023,1631260,0022301076,"MAR 30, 2024",MIL @ ATL,W,11,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,1,0,1,2,1,1
22023,1631260,0022301061,"MAR 28, 2024",MIL @ NOP,L,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,1
22023,1631260,0022301045,"MAR 26, 2024",MIL vs. LAL,L,12,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,1,0,4,1
22023,1631260,0022301007,"MAR 21, 2024",MIL vs. BKN,W,14,5,7,0.714,5,7,0.714,0,0,0.0,1,1,2,0,0,0,1,1,15,4,1
22023,1631260,0022300998,"MAR 20, 2024",MIL @ BOS,L,8,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,14,1
22023,1631260,0022300976,"MAR 17, 2024",MIL vs. PHX,W,15,1,1,1.0,1,1,1.0,2,2,1.0,1,0,1,0,1,0,0,1,5,11,1
22023,1631260,0022300958,"MAR 14, 2024",MIL vs. PHI,W,28,4,8,0.5,3,7,0.429,3,3,1.0,0,5,5,0,1,0,0,1,14,1,1
22023,1631260,0022300945,"MAR 12, 2024",MIL @ SAC,L,17,1,6,0.167,1,4,0.25,0,0,0.0,0,1,1,1,0,0,0,2,3,-17,1
22023,1631260,0022300899,"MAR 06, 2024",MIL @ GSW,L,13,1,6,0.167,0,5,0.0,0,0,0.0,0,1,1,1,0,0,1,0,2,-21,1
22023,1631260,0022300880,"MAR 04, 2024",MIL vs. LAC,W,22,2,4,0.5,2,4,0.5,0,0,0.0,0,2,2,3,0,0,1,0,6,14,1
22023,1631260,0022300864,"MAR 01, 2024",MIL @ CHI,W,9,2,3,0.667,1,2,0.5,2,3,0.667,0,2,2,1,0,0,0,1,7,8,1
22023,1631260,0022300849,"FEB 29, 2024",MIL @ CHA,W,5,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-6,1
22023,1631260,0022300840,"FEB 27, 2024",MIL vs. CHA,W,13,3,5,0.6,2,4,0.5,0,0,0.0,0,1,1,0,0,0,0,0,8,-11,1
22023,1631260,0022300817,"FEB 25, 2024",MIL @ PHI,W,4,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-4,1
22023,1631260,0022300790,"FEB 15, 2024",MIL @ MEM,L,14,2,4,0.5,2,4,0.5,0,0,0.0,0,1,1,1,1,0,1,2,6,0,1
22023,1631260,0022300773,"FEB 13, 2024",MIL vs. MIA,L,15,1,7,0.143,1,6,0.167,1,1,1.0,0,3,3,0,1,1,1,0,4,-1,1
22023,1631260,0022300767,"FEB 12, 2024",MIL vs. DEN,W,15,3,5,0.6,3,5,0.6,0,0,0.0,0,0,0,1,0,0,0,2,9,7,1
22023,1631260,0022300745,"FEB 09, 2024",MIL vs. CHA,W,18,1,9,0.111,1,9,0.111,0,0,0.0,1,3,4,0,1,0,0,3,3,-3,1
22023,1631260,0022300738,"FEB 08, 2024",MIL vs. MIN,L,22,9,11,0.818,7,8,0.875,2,2,1.0,0,2,2,3,0,0,1,0,27,-7,1
22023,1631260,0022300725,"FEB 06, 2024",MIL @ PHX,L,13,0,4,0.0,0,4,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-4,1
22023,1631260,0022300711,"FEB 04, 2024",MIL @ UTA,L,22,3,6,0.5,3,6,0.5,1,1,1.0,0,5,5,0,0,0,0,2,10,3,1
22023,1631260,0022300702,"FEB 03, 2024",MIL @ DAL,W,6,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,5,16,1
22023,1631260,0022300648,"JAN 27, 2024",MIL vs. NOP,W,4,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,0,0,0,1,1,3,-8,1
22023,1631260,0022300624,"JAN 24, 2024",MIL vs. CLE,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1631260,0022300572,"JAN 17, 2024",MIL @ CLE,L,13,1,5,0.2,1,4,0.25,0,0,0.0,1,1,2,1,0,0,0,2,3,2,1
22023,1631260,0022300552,"JAN 14, 2024",MIL vs. SAC,W,18,1,5,0.2,1,4,0.25,2,2,1.0,0,0,0,0,0,0,0,2,5,-4,1
22023,1631260,0022300528,"JAN 11, 2024",MIL vs. BOS,W,9,3,6,0.5,2,5,0.4,1,1,1.0,0,2,2,2,0,1,0,1,9,1,1
22023,1631260,0022300510,"JAN 08, 2024",MIL vs. UTA,L,11,3,4,0.75,2,3,0.667,0,0,0.0,1,0,1,0,0,0,0,0,8,-15,1
22023,1631260,0022300496,"JAN 06, 2024",MIL @ HOU,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,6,1
22023,1631260,0022300417,"DEC 27, 2023",MIL @ BKN,W,4,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,2,3,7,1
22023,1631260,0022300388,"DEC 23, 2023",MIL @ NYK,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22023,1631260,0022300361,"DEC 19, 2023",MIL vs. SAS,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22023,1631260,0022300346,"DEC 17, 2023",MIL vs. HOU,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1
22023,1631260,0022300334,"DEC 16, 2023",MIL vs. DET,W,20,3,6,0.5,3,6,0.5,0,0,0.0,1,0,1,1,0,0,0,5,9,22,1
22023,1631260,0022300315,"DEC 13, 2023",MIL vs. IND,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-9,1
22023,1631260,0022300300,"DEC 11, 2023",MIL vs. CHI,W,14,4,6,0.667,4,5,0.8,0,0,0.0,0,5,5,3,0,0,0,1,12,0,1
22023,1631260,0022301229,"DEC 07, 2023",MIL vs. IND,L,4,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1
22023,1631260,0022301201,"DEC 05, 2023",MIL vs. NYK,W,15,3,4,0.75,3,4,0.75,0,0,0.0,0,0,0,1,0,0,0,0,9,8,1
22023,1631260,0022300286,"DEC 02, 2023",MIL vs. ATL,W,9,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,9,1
22023,1631260,0022300056,"NOV 28, 2023",MIL @ MIA,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2,1
22023,1631260,0022300245,"NOV 26, 2023",MIL vs. POR,W,4,0,2,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,-9,1
22023,1631260,0022300049,"NOV 24, 2023",MIL vs. WAS,W,4,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,0,3,-2,1
22023,1631260,0022300219,"NOV 20, 2023",MIL @ WAS,W,15,1,4,0.25,0,3,0.0,0,0,0.0,0,2,2,1,0,0,0,1,2,-9,1
22023,1631260,0022300205,"NOV 18, 2023",MIL vs. DAL,W,11,3,5,0.6,2,4,0.5,0,0,0.0,0,0,0,1,0,0,0,1,8,7,1
22023,1631260,0022300027,"NOV 17, 2023",MIL @ CHA,W,3,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,0,6,11,1
22023,1631260,0022300195,"NOV 15, 2023",MIL @ TOR,W,7,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-20,1
22023,1631260,0022300173,"NOV 11, 2023",MIL @ ORL,L,9,1,3,0.333,1,3,0.333,0,0,0.0,0,2,2,3,0,0,0,0,3,5,1
22023,1631260,0022300116,"NOV 01, 2023",MIL @ TOR,L,6,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,2,6,1
22023,1631260,0022300107,"OCT 30, 2023",MIL vs. MIA,W,15,0,4,0.0,0,3,0.0,0,0,0.0,0,0,0,2,0,0,0,3,0,8,1
22023,1631260,0022300097,"OCT 29, 2023",MIL vs. ATL,L,6,2,2,1.0,2,2,1.0,1,1,1.0,0,1,1,0,0,0,0,0,7,10,1
22023,1631100,0022301188,"APR 14, 2024",ATL @ IND,L,20,4,14,0.286,0,5,0.0,0,0,0.0,0,0,0,0,0,1,1,0,8,-17,1
22023,1631100,0022301178,"APR 12, 2024",ATL @ MIN,L,18,1,3,0.333,1,1,1.0,0,0,0.0,0,4,4,1,0,0,1,0,3,-6,1
22023,1631100,0022300669,"JAN 30, 2024",ATL vs. LAL,W,2,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1
22023,1631100,0022300626,"JAN 24, 2024",ATL @ GSW,L,2,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1
22023,1631100,0022300595,"JAN 20, 2024",ATL vs. CLE,L,3,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,3,1
22023,1631100,0022300543,"JAN 13, 2024",ATL vs. WAS,L,5,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1
22023,1631100,0022300533,"JAN 12, 2024",ATL vs. IND,L,4,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,2,1
22023,1631100,0022300480,"JAN 05, 2024",ATL @ IND,L,7,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,0,0,0,2,0,3,-2,1
22023,1631100,0022300296,"DEC 11, 2023",ATL vs. DEN,L,9,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,1,1
22023,1631100,0022300055,"NOV 28, 2023",ATL @ CLE,L,15,0,8,0.0,0,4,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,-2,1
22023,1631100,0022300246,"NOV 26, 2023",ATL @ BOS,L,12,0,5,0.0,0,3,0.0,0,0,0.0,0,4,4,1,0,0,0,0,0,7,1
22023,1631100,0022300241,"NOV 25, 2023",ATL @ WAS,W,6,2,3,0.667,2,3,0.667,0,0,0.0,0,0,0,0,0,0,0,0,6,-4,1
22023,1631100,0022300227,"NOV 22, 2023",ATL vs. BKN,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,1
22023,1631100,0022300018,"NOV 14, 2023",ATL @ DET,W,8,1,3,0.333,1,3,0.333,2,2,1.0,0,0,0,0,0,0,0,2,5,1,1
22023,1631100,0022300172,"NOV 09, 2023",ATL @ ORL,W,10,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,2,1,2,-11,1
22023,1631100,0022300117,"NOV 01, 2023",ATL vs. WAS,W,12,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-14,1
22023,1631100,0022300104,"OCT 30, 2023",ATL vs. MIN,W,6,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,-8,1
22023,1631100,0022300097,"OCT 29, 2023",ATL @ MIL,W,10,2,3,0.667,2,2,1.0,0,0,0.0,1,0,1,1,1,0,1,0,6,-7,1
22023,1631100,0022300079,"OCT 27, 2023",ATL vs. NYK,L,8,2,4,0.5,2,4,0.5,0,0,0.0,0,2,2,0,0,0,0,0,6,-4,1
22023,1631100,0022300063,"OCT 25, 2023",ATL @ CHA,L,10,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,1,2,2,1
22023,203932,0022301193,"APR 14, 2024",DEN @ MEM,W,26,4,6,0.667,0,1,0.0,7,8,0.875,3,2,5,5,0,1,1,2,15,25,1
22023,203932,0022301180,"APR 12, 2024",DEN @ SAS,L,29,6,6,1.0,1,1,1.0,0,0,0.0,2,2,4,4,1,0,0,1,13,1,1
22023,203932,0022301164,"APR 10, 2024",DEN vs. MIN,W,28,2,7,0.286,0,2,0.0,1,2,0.5,1,4,5,9,1,0,2,0,5,9,1
22023,203932,0022301114,"APR 04, 2024",DEN @ LAC,L,36,5,10,0.5,0,2,0.0,8,14,0.571,2,4,6,7,1,2,1,4,18,1,1
22023,203932,0022301099,"APR 02, 2024",DEN vs. SAS,W,33,9,12,0.75,2,4,0.5,3,3,1.0,2,5,7,4,1,1,0,3,23,11,1
22023,203932,0022301077,"MAR 31, 2024",DEN vs. CLE,W,29,3,7,0.429,1,3,0.333,1,2,0.5,3,5,8,5,1,0,2,3,8,18,1
22023,203932,0022301071,"MAR 29, 2024",DEN vs. MIN,L,31,5,9,0.556,2,4,0.5,2,4,0.5,1,6,7,4,0,0,4,4,14,-5,1
22023,203932,0022301059,"MAR 27, 2024",DEN vs. PHX,L,36,7,14,0.5,1,3,0.333,3,3,1.0,2,4,6,2,0,0,2,2,18,6,1
22023,203932,0022301026,"MAR 23, 2024",DEN @ POR,W,37,8,21,0.381,0,2,0.0,6,8,0.75,8,4,12,5,0,3,1,0,22,-6,1
22023,203932,0022301009,"MAR 21, 2024",DEN vs. NYK,W,35,5,9,0.556,0,0,0.0,0,1,0.0,3,1,4,8,1,0,0,1,10,22,1
22023,203932,0022300995,"MAR 19, 2024",DEN @ MIN,W,32,5,10,0.5,0,0,0.0,4,5,0.8,7,4,11,2,0,0,4,1,14,-14,1
22023,203932,0022300978,"MAR 17, 2024",DEN @ DAL,L,34,4,7,0.571,0,2,0.0,3,4,0.75,0,8,8,4,0,1,0,3,11,12,1
22023,203932,0022300965,"MAR 15, 2024",DEN @ SAS,W,25,3,3,1.0,0,0,0.0,1,2,0.5,1,2,3,7,0,0,1,2,7,3,1
22023,203932,0022300949,"MAR 13, 2024",DEN @ MIA,W,33,6,11,0.545,1,4,0.25,3,6,0.5,2,6,8,4,0,0,1,4,16,17,1
22023,203932,0022300937,"MAR 11, 2024",DEN vs. TOR,W,31,8,9,0.889,1,2,0.5,2,3,0.667,0,2,2,1,0,0,1,1,19,-1,1
22023,203932,0022300922,"MAR 09, 2024",DEN vs. UTA,W,20,3,3,1.0,0,0,0.0,1,1,1.0,0,2,2,7,2,0,3,4,7,19,1
22023,203932,0022300906,"MAR 07, 2024",DEN vs. BOS,W,34,8,15,0.533,0,2,0.0,0,0,0.0,3,6,9,1,1,0,0,2,16,-6,1
22023,203932,0022300893,"MAR 05, 2024",DEN vs. PHX,L,34,3,10,0.3,1,3,0.333,0,1,0.0,1,2,3,3,0,0,1,2,7,-22,1
22023,203932,0022300869,"MAR 02, 2024",DEN @ LAL,W,35,8,16,0.5,1,4,0.25,1,1,1.0,5,4,9,5,1,0,1,2,18,10,1
22023,203932,0022300855,"FEB 29, 2024",DEN vs. MIA,W,37,5,8,0.625,0,0,0.0,6,6,1.0,2,7,9,3,3,1,4,2,16,-2,1
22023,203932,0022300847,"FEB 28, 2024",DEN vs. SAC,W,24,7,8,0.875,0,1,0.0,3,4,0.75,1,5,6,6,0,0,0,0,17,40,1
22023,203932,0022300824,"FEB 25, 2024",DEN @ GSW,W,33,7,10,0.7,0,3,0.0,3,5,0.6,2,4,6,2,3,1,2,4,17,21,1
22023,203932,0022300812,"FEB 23, 2024",DEN @ POR,W,28,4,5,0.8,0,1,0.0,0,2,0.0,0,2,2,7,2,1,3,1,8,23,1
22023,203932,0022300800,"FEB 22, 2024",DEN vs. WAS,W,21,7,12,0.583,0,2,0.0,3,3,1.0,0,2,2,4,1,0,3,4,17,20,1
22023,203932,0022300786,"FEB 14, 2024",DEN vs. SAC,L,33,8,15,0.533,1,2,0.5,8,8,1.0,3,12,15,2,0,0,4,0,25,1,1
22023,203932,0022300767,"FEB 12, 2024",DEN @ MIL,L,28,6,11,0.545,2,4,0.5,0,0,0.0,1,6,7,2,1,2,1,2,14,1,1
22023,203932,0022300746,"FEB 09, 2024",DEN @ SAC,L,27,5,8,0.625,1,2,0.5,3,6,0.5,2,1,3,2,0,1,2,0,14,-28,1
22023,203932,0022300740,"FEB 08, 2024",DEN @ LAL,W,32,5,8,0.625,0,2,0.0,1,2,0.5,0,4,4,3,2,1,1,1,11,18,1
22023,203932,0022300712,"FEB 04, 2024",DEN vs. POR,W,30,4,8,0.5,0,1,0.0,4,4,1.0,3,4,7,2,0,0,0,3,12,-3,1
22023,203932,0022300697,"FEB 02, 2024",DEN vs. POR,W,28,7,9,0.778,1,1,1.0,3,3,1.0,2,2,4,5,0,0,3,4,18,20,1
22023,203932,0022300682,"JAN 31, 2024",DEN @ OKC,L,39,7,16,0.438,1,3,0.333,1,6,0.167,4,9,13,7,1,4,1,2,16,7,1
22023,203932,0022300667,"JAN 29, 2024",DEN vs. MIL,W,25,2,6,0.333,1,2,0.5,3,4,0.75,2,4,6,2,0,1,2,6,8,-9,1
22023,203932,0022300644,"JAN 27, 2024",DEN vs. PHI,W,31,6,8,0.75,2,3,0.667,4,6,0.667,2,2,4,2,1,0,1,1,18,6,1
22023,203932,0022300631,"JAN 25, 2024",DEN @ NYK,L,30,5,10,0.5,0,1,0.0,2,2,1.0,1,4,5,2,1,0,1,2,12,-28,1
22023,203932,0022300614,"JAN 23, 2024",DEN @ IND,W,32,3,5,0.6,0,1,0.0,3,3,1.0,0,1,1,1,0,2,0,3,9,5,1
22023,203932,0022300602,"JAN 21, 2024",DEN @ WAS,W,31,4,10,0.4,0,0,0.0,3,7,0.429,3,7,10,2,1,3,1,0,11,12,1
22023,203932,0022300586,"JAN 19, 2024",DEN @ BOS,W,42,0,6,0.0,0,3,0.0,2,3,0.667,2,8,10,3,0,1,1,3,2,1,1
22023,203932,0022300566,"JAN 16, 2024",DEN @ PHI,L,39,7,11,0.636,0,1,0.0,2,6,0.333,3,3,6,4,0,0,2,5,16,0,1
22023,203932,0022300550,"JAN 14, 2024",DEN vs. IND,W,37,7,10,0.7,0,1,0.0,6,8,0.75,1,9,10,3,0,0,2,0,20,17,1
22023,203932,0022300539,"JAN 12, 2024",DEN vs. NOP,W,31,7,12,0.583,0,2,0.0,1,3,0.333,3,2,5,2,0,0,2,2,15,9,1
22023,203932,0022300524,"JAN 10, 2024",DEN @ UTA,L,29,5,6,0.833,2,2,1.0,0,0,0.0,2,3,5,4,1,0,2,4,12,-20,1
22023,203932,0022300502,"JAN 07, 2024",DEN vs. DET,W,20,3,4,0.75,0,0,0.0,2,2,1.0,1,0,1,1,1,0,0,0,8,10,1
22023,203932,0022300488,"JAN 05, 2024",DEN vs. ORL,L,36,5,8,0.625,2,4,0.5,4,5,0.8,3,5,8,3,0,0,1,4,16,-4,1
22023,203932,0022300478,"JAN 04, 2024",DEN @ GSW,W,35,11,17,0.647,2,4,0.5,6,7,0.857,5,4,9,2,0,1,0,2,30,6,1
22023,203932,0022300455,"JAN 01, 2024",DEN vs. CHA,W,25,4,5,0.8,1,1,1.0,1,2,0.5,1,1,2,0,1,1,0,0,10,29,1
22023,203932,0022300402,"DEC 25, 2023",DEN vs. GSW,W,32,7,10,0.7,1,4,0.25,1,4,0.25,4,6,10,3,1,0,2,2,16,13,1
22023,203932,0022300390,"DEC 23, 2023",DEN @ CHA,W,32,5,11,0.455,0,0,0.0,4,5,0.8,2,0,2,1,1,1,2,1,14,12,1
22023,203932,0022300383,"DEC 22, 2023",DEN @ BKN,W,32,5,6,0.833,0,0,0.0,8,9,0.889,2,3,5,2,1,0,1,1,18,19,1
22023,203932,0022300369,"DEC 20, 2023",DEN @ TOR,W,30,6,9,0.667,0,1,0.0,0,0,0.0,3,2,5,2,0,0,1,1,12,14,1
22023,203932,0022300356,"DEC 18, 2023",DEN vs. DAL,W,24,7,9,0.778,2,3,0.667,5,6,0.833,1,4,5,5,1,0,0,1,21,18,1
